,Title,Year,Worldwide,Domestic
8313,Behaving Badly,2014,422697,
8314,She's Beautiful When She's Angry,2014,421573,421573
8315,God's Pocket,2014,403713,169976
8316,Cuban Fury 2014 Re-release,2014,392705,92384
8317,Bethlehem,2014,384670,201700
8318,Glen Campbell: I'll Be Me,2014,365422,365422
8319,These Final Hours,2014,360234,
8320,Happy Ending,2014,359542,313770
8321,National Gallery,2014,354971,253941
8322,Marie's Story 2014 Re-release,2014,348906,11720
8323,The Green Prince,2014,339208,258237
8324,Elaine Stritch: Shoot Me,2014,327452,327452
8325,Action Jackson,2014,315609,256872
8326,The Hornet's Nest,2014,312706,312706
8327,Dancing in Jaffa,2014,311001,151098
8328,I Am Eleven 2014 Re-release,2014,310116,310116
8329,The Amazing Catfish,2014,308349,11342
8330,Half of a Yellow Sun,2014,306393,54529
8331,The Unknown Known,2014,301604,276497
8332,Jinn,2014,297381,202348
8333,Innocence,2014,294039,294039
8334,Big Bad Wolves,2014,291239,33232
8335,Best Night Ever,2014,289511,
8336,Welcome to New York,2014,288837,
8337,Antarctica: A Year on Ice,2014,288757,288757
8338,The Last of Robin Hood,2014,288545,288545
8339,The Kindergarten Teacher,2014,284065,36190
8340,Life After Beth,2014,274717,88273
8341,Falcon Rising,2014,267476,11774
8342,Raja Natwarlal,2014,256978,131105
8343,Alive Inside,2014,256682,256682
8344,Mistaken for Strangers,2014,253285,138991
8345,Lilting,2014,247377,27054
8346,The Galapagos Affair: Satan Came to Eden,2014,247159,247159
8347,Road to Ninja: Naruto the Movie 2014 Re-release,2014,240687,43171
8348,Art and Craft,2014,235037,235037
8349,Dr. Cabbie,2014,225490,225490
8350,10.000 Km,2014,222530,12423
8351,Supermensch: The Legend of Shep Gordon,2014,220065,213064
8352,Rob the Mob,2014,209613,208693
8353,The Right Kind of Wrong,2014,208105,2098
8354,Under the Electric Sky,2014,207584,207584
8355,Advanced Style,2014,207231,87879
8356,Charlie's Country,2014,202966,42937
8357,Listen Up Philip,2014,200126,200126
8358,A Summer's Tale,2014,198126,198126
8359,Code Black,2014,190229,190229
8360,In the Basement,2014,186036,3643
8361,1001 Grams,2014,181030,10983
8362,Anita,2014,176979,176979
8363,Afternoon of a Faun: Tanaquil Le Clercq,2014,172450,172450
8364,Abuse of Weakness,2014,171660,31611
8365,United Passions,2014,171511,607
8366,The Film Critic,2014,165891,7358
8367,Nas: Time Is Illmatic,2014,164540,164540
8368,Eastern Boys,2014,164290,16831
8369,Keep on Keepin' On,2014,163745,163745
8370,Sinbad: The Fifth Voyage,2014,159862,159862
8371,Citizen Koch,2014,153908,153908
8372,Finding Fela!,2014,152346,120980
8373,Godzilla 2014 Re-release,2014,150191,150191
8374,Watermark,2014,146572,84464
8375,Kids for Cash,2014,143178,143178
8376,May in the Summer,2014,141605,22004
8377,Gore Vidal: The United States of Amnesia,2014,140164,140164
8378,Coherence,2014,139745,102617
8379,Flowers,2014,139421,61568
8380,The Polar Express 2014 IMAX Release,2014,139055,139055
8381,Zero Motivation,2014,138609,116044
8382,Redwood Highway,2014,134049,134049
8383,The Great Museum,2014,133905,18020
8384,The Jewish Cardinal,2014,133232,133232
8385,The Golden Era 2014 Re-release,2014,128926,102931
8386,The Adventurer: The Curse of the Midas Box,2014,128471,6399
8387,Knights of Badassdom,2014,123854,123854
8388,Afflicted,2014,121179,121179
8389,Better Living Through Chemistry,2014,120823,75143
8390,Jauja 2014 Re-release,2014,117117,60231
8391,God the Father,2014,113276,113276
8392,Penton: The John Penton Story,2014,112159,112159
8393,Rich Hill,2014,111376,111376
8394,The Overnighters,2014,110763,110763
8395,Duran Duran: Unstaged,2014,110746,110746
8396,Anohana: The Flower We Saw That Day - The Movie,2014,109630,109630
8397,The Kidnapping of Michel Houellebecq,2014,107641,11546
8398,Revenge of the Green Dragons,2014,107412,
8399,Ivory Tower,2014,106771,106771
8400,Six Dance Lessons in Six Weeks,2014,106323,106323
8401,Korengal,2014,101310,101310
8402,Beyond Sight: The Derek Rabelo Story,2014,101074,101074
8403,Hiroshima Mon Amour 2014 Re-release,2014,96439,96439
8404,Ardor,2014,95549,18565
8405,Generation War,2014,91595,91595
8406,Heropanti,2014,90785,63649
8407,Pump,2014,89787,89787
8408,The Principle,2014,89543,89543
8409,Visitors,2014,84577,84577
8410,Hateship Loveship,2014,83008,54030
8411,Alien Abduction,2014,82725,12897
8412,12 O'Clock Boys,2014,82614,82614
8413,V/H/S Viral,2014,82409,2756
8414,Water & Power,2014,82312,82312
8415,Camp X-Ray,2014,79624,13302
8416,Fort McCoy,2014,78948,78948
8417,The Art of the Steal,2014,77450,64065
8418,The Missing Picture,2014,76933,52164
8419,Whitey: United States of America v. James J. Bulger,2014,75881,75881
8420,Swim Little Fish Swim,2014,75504,3877
8421,We Come as Friends,2014,74633,50921
8422,Stations of the Cross,2014,74509,1505
8423,Veil of Tears,2014,72078,72078
8424,Flamenco Flamenco 2014 Re-release,2014,71732,71732
8425,"Je t'aime, je t'aime 2014 Re-release",2014,71717,71717
8426,The Better Angels,2014,70918,70918
8427,Siddharth,2014,69310,60537
8428,Take Me to the River,2014,68598,68598
8429,For No Good Reason,2014,67421,67421
8430,Through a Lens Darkly: Black Photographers and the Emergence of a People,2014,65169,65169
8431,Jealousy,2014,63946,63946
8432,No Tears for the Dead,2014,63063,63063
8433,Amour Fou,2014,61693,13702
8434,Wetlands 2014 Re-release,2014,60230,59478
8435,Decoding Annie Parker,2014,60048,48390
8436,Frontera,2014,59696,59696
8437,Cheap Thrills,2014,59424,59424
8438,The One I Wrote for You,2014,58872,58872
8439,Sagrada: The Mystery of Creation 2014 Re-release,2014,58755,58755
8440,The Conformist 2014 Re-release,2014,58657,58657
8441,Run & Jump,2014,57189,20061
8442,Big Men,2014,56286,56286
8443,Hellion,2014,55708,55708
8444,Zombeavers,2014,54985,14947
8445,Last Passenger,2014,54110,14806
8446,Low Down,2014,54051,54051
8447,At Middleton,2014,53837,53837
8448,Ping Pong Summer,2014,52909,52909
8449,To Be Takei,2014,52823,52823
8450,Salvation Army,2014,52511,3929
8451,A Tale of Winter,2014,52431,23268
8452,The Retrieval,2014,50257,50257
8453,The Discoverers,2014,50020,50020
8454,NOW: In the Wings on a World Stage,2014,49591,49591
8455,Shirin in Love,2014,49254,49254
8456,Lucky Them,2014,48995,48995
8457,The Internet's Own Boy: The Story of Aaron Swartz,2014,48911,48911
8458,A Birder's Guide to Everything,2014,48713,48713
8459,American Mustang,2014,48700,48700
8460,Nymphomaniac: Vol. I 2014 Re-release,2014,48607,
8461,Alléluia,2014,48426,6334
8462,Alphaville,2014,47696,47696
8463,A Master Builder,2014,46874,46874
8464,Monk with a Camera,2014,45938,45938
8465,Filmistaan,2014,45406,45406
8466,Return to the Hiding Place,2014,45405,45405
8467,Ai Weiwei: The Fake Case,2014,45255,45255
8468,There's No Place Like Utopia,2014,45254,45254
8469,The Dog,2014,44581,44581
8470,Life of a King,2014,44161,6547
8471,If You Build It,2014,43393,43393
8472,Next Goal Wins,2014,43089,43089
8473,Interior. Leather Bar.,2014,42534,42534
8474,Teenage,2014,40169,40169
8475,Child of God,2014,39324,39324
8476,The Expedition to the End of the World,2014,39115,39115
8477,Adult World,2014,37887,25368
8478,Not Cool,2014,36026,36026
8479,Le Jour Se Leve,2014,35321,35321
8480,Der Anständige,2014,35282,21327
8481,That Man from Rio,2014,35144,35144
8482,Beneath the Harvest Sky,2014,34768,34768
8483,This Ain't No Mouse Music,2014,34754,34754
8484,Rakuen Tsuiho: Expelled from Paradise,2014,34510,34510
8485,Rocks in My Pockets,2014,34236,34236
8486,It Felt Like Love,2014,33817,33817
8487,Closed Curtain,2014,33735,28098
8488,The Hero of Color City,2014,32188,32188
8489,The Passionate Thief,2014,31539,31539
8490,"2 Autumns, 3 Winters",2014,30985,5819
8491,Documented,2014,30662,30662
8492,Happy Christmas,2014,30312,30312
8493,Southern Baptist Sissies,2014,30160,30160
8494,A Long Way Off,2014,30104,30104
8495,Manakamana,2014,30029,30029
8496,Yellow Day,2014,29656,29656
8497,Othello,2014,28980,28980
8498,Stations of the Elevated,2014,28516,28516
8499,The King and the Mockingbird 2014 Re-release,2014,27513,27513
8500,Last Weekend,2014,27053,27053
8501,Level Five,2014,27000,27000
8502,Elena,2014,25788,25788
8503,Christian Mingle,2014,25480,25480
8504,Born to Fly: Elizabeth Streb vs. Gravity,2014,24630,24630
8505,Honeymoon,2014,24343,9318
8506,Emoticon ;),2014,23881,23881
8507,Happy Valley,2014,23868,23868
8508,Believe Me,2014,23419,23419
8509,History of Jazz: Oxygen for the Ears,2014,23048,23048
8510,Video Games: The Movie,2014,23043,23043
8511,Memphis,2014,21286,21286
8512,NightLights,2014,21147,21147
8513,The Sacrifice 2014 Re-release,2014,20945,20945
8514,Lekar Hum Deewana Dil,2014,20874,20874
8515,The Great Flood,2014,20694,20694
8516,Coming Up Roses 2014 Re-release,2014,20567,20567
8517,The Past is a Grotesque Animal,2014,20056,20056
8518,Uzumasa Limelight,2014,19597,19597
8519,Comet,2014,19530,8623
8520,A Picture of You,2014,19480,19480
8521,Guardian Angel,2014,19480,19480
8522,Actress,2014,19365,19365
8523,Peter Brook: The Tightrope,2014,19365,19365
8524,Watchers of the Sky,2014,19339,19339
8525,The Kill Team,2014,18983,18983
8526,Test,2014,18823,18823
8527,Tosca's Kiss,2014,18236,18236
8528,Who Is Dayani Cristal?,2014,18190,18190
8529,On Tour with Pina Bausch,2014,18016,18016
8530,Kelly & Cal,2014,17702,17702
8531,The Homestretch,2014,17306,17306
8532,Stand Clear of the Closing Doors,2014,17282,17282
8533,Accident 2014 Re-release,2014,17161,17161
8534,Goodbye to All That,2014,16986,16986
8535,Hank and Asha,2014,16878,16878
8536,Magician: The Astonishing Life and Work of Orson Welles,2014,16400,16400
8537,Levitated Mass,2014,16086,16086
8538,The Olivia Experiment,2014,15122,15122
8539,Barefoot,2014,15071,15071
8540,Horses of God 2014 Re-release,2014,14817,14817
8541,Exhibition,2014,14378,14344
8542,The Pretty One,2014,13769,13769
8543,Fifi Howls from Happiness,2014,13614,13614
8544,Stray Dogs,2014,13573,10433
8545,War of the Worlds: Goliath,2014,13385,13385
8546,Days and Nights,2014,13243,13243
8547,Sol LeWitt,2014,13146,13146
8548,The Pleasures of Being Out of Step,2014,13137,13137
8549,K2: Siren of the Himalayas,2014,12959,12959
8550,Concerning Violence,2014,12680,12680
8551,Bhopal: A Prayer for Rain,2014,12628,12628
8552,Boy Meets Girl,2014,12589,12589
8553,Touch the Wall,2014,12156,12156
8554,In No Great Hurry: 13 Lessons in Life with Saul Leiter,2014,12133,12133
8555,Queen Margot 2014 Re-release,2014,12005,12005
8556,The Strange Little Cat,2014,11956,5885
8557,Revenge of the Mekons,2014,11861,11861
8558,The Great Invisible,2014,11428,11428
8559,The Final Member,2014,11428,11428
8560,Dishkiyaoon,2014,11288,11288
8561,PAY 2 PLAY: Democracy's High Stakes,2014,11021,11021
8562,Very Good Girls,2014,10963,6940
8563,As It Is in Heaven,2014,10850,10850
8564,Inside the Mind of Leonardo,2014,10600,10600
8565,"Norte, the End of History",2014,10457,10457
8566,Moebius,2014,10254,2340
8567,The Endless Summer,2014,10233,10233
8568,Before I Disappear,2014,10078,10078
8569,Kabbalah Me,2014,9816,9816
8570,"If You Don't, I Will",2014,9719,9719
8571,In the House of Flies,2014,9480,9480
8572,Radio Free Albemuth,2014,9365,9365
8573,The Immortalists,2014,9331,9331
8574,The Sacrament,2014,9221,9221
8575,Faith Connections,2014,9111,9111
8576,The Cabinet of Dr. Caligari 2014 Re-release,2014,8811,8811
8577,Almost Human,2014,8608,8447
8578,The Quitter,2014,8512,8512
8579,The Empty Hours,2014,8478,8244
8580,Canopy,2014,8462,8462
8581,Red Hollywood,2014,8426,8426
8582,Eternity: The Movie,2014,8350,8350
8583,Gringo Trails,2014,8349,8349
8584,Life Partners,2014,8265,8265
8585,Next Year Jerusalem,2014,8093,8093
8586,Archipelago 2014 Re-release,2014,7791,7791
8587,Come Back to Me,2014,7744,7744
8588,Young Ones,2014,7740,
8589,The Little Bedroom 2014 Re-release,2014,7440,7440
8590,Raze,2014,7429,7429
8591,I Am Ali,2014,7205,7205
8592,The Strange Color of Your Body's Tears,2014,7182,7182
8593,ABCs of Death 2,2014,7171,7171
8594,Stage Fright,2014,7078,7078
8595,"No God, No Master",2014,6796,6796
8596,Before You Know It,2014,6717,6717
8597,Aatsinki: The Story of Arctic Cowboys,2014,6601,6601
8598,Jews of Egypt,2014,6505,6505
8599,Dast-neveshtehaa nemisoosand,2014,6295,6295
8600,Love & Air Sex,2014,6047,6047
8601,Cavemen,2014,5948,5948
8602,Gang of Ghosts,2014,5906,5906
8603,Infliction,2014,5875,5875
8604,Papirosen,2014,5658,5658
8605,Kid Cannabis,2014,5565,5565
8606,Flex Is Kings,2014,5418,5418
8607,The Only Real Game,2014,5384,5384
8608,Killers,2014,5248,
8609,Return to Nuke 'Em High Volume 1,2014,5122,5122
8610,The Sleepwalker,2014,5012,5012
8611,sxtape,2014,4961,
8612,Nothing Bad Can Happen,2014,4870,4870
8613,"Half The Road: The Passion, Pitfalls & Power of Women's Professional Cycling",2014,4783,4783
8614,Death Metal Angola,2014,4674,4674
8615,Smiling Through the Apocalypse,2014,4560,4560
8616,Unrelated 2014 Re-release,2014,4529,4529
8617,The Truth About Emanuel,2014,4404,4404
8618,The Tower,2014,4305,1117
8619,Free the Nipple,2014,4198,4198
8620,Maidan,2014,3909,3909
8621,Hollidaysburg,2014,3861,3861
8622,The Word,2014,3648,3648
8623,Stop the Pounding Heart,2014,3642,3642
8624,Hide Your Smiling Faces,2014,3576,3576
8625,Evolution of a Criminal,2014,3568,3568
8626,Locker 13,2014,3496,3496
8627,The Hacker Wars,2014,3470,3470
8628,Aftermath,2014,3451,3451
8629,Life's a Breeze 2014 Re-release,2014,3450,3450
8630,Mahogany Sunrise,2014,3432,3432
8631,The Girl on the Train,2014,3124,3124
8632,Showrunners: The Art of Running a TV Show,2014,3100,3100
8633,What Now? Remind Me,2014,3089,3089
8634,A French Gigolo 2014 Re-release,2014,3021,3021
8635,Assistance mortelle,2014,3000,3000
8636,Black Out 2014 Re-release,2014,2734,2734
8637,Refuge,2014,2631,2631
8638,Indigo Children,2014,2621,2621
8639,Jake Squared,2014,2592,2592
8640,McCanick,2014,2572,2572
8641,Two-Bit Waltz,2014,2540,2540
8642,The Wait,2014,2480,2480
8643,Evergreen: The Road to Legalization,2014,2363,2363
8644,Missionary,2014,2120,2120
8645,Algorithms,2014,2021,2021
8646,More Than the Rainbow,2014,1677,1677
8647,Rhymes for Young Ghouls,2014,1529,1529
8648,Souldier,2014,1500,1500
8649,We Are the Giant,2014,1088,1088
8650,The Butterfly Room,2014,1081,1081
8651,A People Uncounted,2014,930,930
8652,Jackpot 2014 Re-release,2014,806,806
8653,Skinless,2014,400,400
8654,Cinemanovels,2014,398,398
8655,"Mummy, I'm A Zombie",2014,120,120
8656,Star Wars: Episode VII - The Force Awakens,2015,2068223624,936662225
8657,Jurassic World,2015,1670400637,652270625
8658,Furious 7,2015,1515047671,353007020
8659,Avengers: Age of Ultron,2015,1402805868,459005868
8660,Minions,2015,1159398397,336045770
8661,Spectre,2015,880674609,200074609
8662,Batman v Superman: Dawn of Justice,2015,873634919,330360194
8663,Inside Out,2015,857611174,356461711
8664,Mission: Impossible - Rogue Nation,2015,682714267,195042377
8665,The Hunger Games: Mockingjay - Part 2,2015,658344137,281723902
8666,The Martian,2015,630161890,228433663
8667,Fifty Shades of Grey,2015,569651467,166167230
8668,Cinderella,2015,542351353,201151353
8669,The Revenant,2015,532950503,183637894
8670,Ant-Man,2015,519311965,180202163
8671,Hotel Transylvania 2,2015,474800000,169700110
8672,San Andreas,2015,473990832,155190832
8673,Terminator Genisys,2015,440603537,89760956
8674,Kingsman: The Secret Service,2015,414351546,128261724
8675,Monster Hunt,2015,387053506,32766
8676,Home,2015,386041607,177397510
8677,Mad Max: Fury Road,2015,374736354,153636354
8678,The Good Dinosaur,2015,332207671,123087120
8679,Taken 3,2015,326479141,89256424
8680,The SpongeBob Movie: Sponge Out of Water,2015,325186032,162994032
8681,Maze Runner: The Scorch Trials,2015,312296056,81697192
8682,Insurgent,2015,297002527,130179072
8683,Pitch Perfect 2,2015,287144079,184296230
8684,Mojin - The Lost Legend,2015,259368448,1243810
8685,Lost in Hong Kong,2015,256283912,1302281
8686,The Peanuts Movie,2015,246233113,130178411
8687,Pixels,2015,244874809,78747585
8688,Daddy's Home,2015,242786137,150357137
8689,Spy,2015,235666219,110825712
8690,Alvin and the Chipmunks: The Road Chip,2015,234798636,85886987
8691,Goodbye Mr. Loser,2015,228122928,1293626
8692,Ted 2,2015,215863606,81476385
8693,Tomorrowland,2015,209035668,93436322
8694,Everest,2015,203427584,43482270
8695,Straight Outta Compton,2015,201634991,161197785
8696,The Intern,2015,194564672,75764672
8697,Jupiter Ascending,2015,183887723,47387723
8698,Creed,2015,173567581,109767581
8699,Fantastic Four,2015,167882881,56117548
8700,Bridge of Spies,2015,165478348,72313754
8701,Focus,2015,158762963,53862963
8702,Goosebumps,2015,158260952,80080379
8703,Ip Man 3,2015,156954938,2679437
8704,The Hateful Eight,2015,155760117,54117416
8705,Gods of Egypt,2015,150680864,31153464
8706,The Last Witch Hunter,2015,146936910,27367660
8707,Trainwreck,2015,140795793,110212700
8708,Mr. Six,2015,139191345,1415450
8709,Point Break,2015,133718711,28782481
8710,The Big Short,2015,133440870,70259870
8711,Pan,2015,128388320,35088320
8712,Detective Chinatown,2015,125842935,474252
8713,Wolf Totem,2015,125837070,210591
8714,Ride Along 2,2015,124605297,91221830
8715,Dragon Blade,2015,122593849,74068
8716,Magic Mike XXL,2015,117813057,66013057
8717,Insidious: Chapter 3,2015,112983889,52218558
8718,Get Hard,2015,111711453,90411453
8719,The 5th Wave,2015,109906372,34916787
8720,Paul Blart: Mall Cop 2,2015,107588225,71038190
8721,Vacation,2015,107228221,58884188
8722,The Man from U.N.C.L.E.,2015,107045109,45445109
8723,Shaun the Sheep Movie,2015,106209378,19375982
8724,Sisters,2015,105011053,87044645
8725,Chappie,2015,102811889,31569268
8726,Joy,2015,101134059,56451232
8727,Black Mass,2015,99775678,62575678
8728,Spotlight,2015,98690254,45055776
8729,Devil and Angel,2015,98599942,131058
8730,The Visit,2015,98450062,65206105
8731,The Little Prince,2015,97571250,1339152
8732,Assassination,2015,96119773,1904682
8733,Poltergeist,2015,95437994,47425125
8734,Veteran,2015,94393020,1200627
8735,In the Heart of the Sea,2015,93920758,25020758
8736,Kill Zone 2,2015,93638358,11998
8737,Southpaw,2015,91970827,52421953
8738,The Second Best Exotic Marigold Hotel,2015,85978266,33078266
8739,Paper Towns,2015,85512300,32000304
8740,Sicario,2015,84872444,46889293
8741,Hitman: Agent 47,2015,82347656,22467450
8742,Go Away Mr Tumour,2015,80606893,286639
8743,The Wedding Ringer,2015,79799880,64460211
8744,Paranormal Activity: The Ghost Dimension,2015,78903124,18300124
8745,Bajrangi Bhaijaan,2015,75547184,8178001
8746,War Room,2015,73256266,67790117
8747,The Transporter Refueled,2015,72629670,16029670
8748,Run All Night,2015,71561644,26461644
8749,13 Hours,2015,69411370,52853219
